"SUID","ActivitySummary128Min","ActivitySummary16Min","ActivitySummary2Min","ActivitySummary32Min","ActivitySummary4Min","ActivitySummary64Min","ActivitySummary8Min","FirstActive","Gene","HeatMapBg1","HeatMapBg2","HeatMapBg3","HeatMapBg4","HeatMapBg5","HeatMapBg6","InsigPeptide10Log2FC","InsigPeptide1Log2FC","InsigPeptide2Log2FC","InsigPeptide3Log2FC","InsigPeptide4Log2FC","InsigPeptide5Log2FC","InsigPeptide6Log2FC","InsigPeptide7Log2FC","InsigPeptide8Log2FC","InsigPeptide9Log2FC","name","NodeType","Protein","ReferenceEGFR","selected","shared name","SigPeptide1Log2FC","SigPeptide2Log2FC","SigPeptide3Log2FC","SigPeptide4Log2FC","SigPeptide5Log2FC","SigPeptide6Log2FC"
"304","1","0","0","0","0","1","0","64","ATXN2L","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.003599|-0.083924|-0.163633|-0.225108|-0.063943|-0.289714|0.058636","0.0|-0.112606|-0.258737|-0.253274|-0.254032|-0.194599|-0.561859|-0.801135","0.0|0.12918|0.172234|0.149728|-0.052734|-0.115971|-0.209379|0.156802","0.0|0.137802|0.41753|-0.053283|0.025132|0.005014|-0.231831|0.053757","0.0|-0.129675|0.436846|0.476036|0.635791|0.936263|0.897118|1.263584",,,,,"ATX2L_HUMAN","SigPrize","Ataxin-2-like protein (Ataxin-2 domain protein) (Ataxin-2-related protein)","false","false","ATX2L_HUMAN","0.0|0.017455|0.083898|0.333999|0.48378|0.754366|1.024414|1.804278",,,,,
"305","0","0","-1","0","0","0","0","2","CDK5","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"CDK5_HUMAN","SigPrize","Cyclin-dependent-like kinase 5 (EC 2.7.11.1) (Cell division protein kinase 5) (Serine/threonine-protein kinase PSSALRE) (Tau protein kinase II catalytic subunit) (TPKII catalytic subunit)","false","false","CDK5_HUMAN","0.0|-0.909084|-0.791565|-0.766914|-0.561503|-0.411034|-0.38777|-0.108423",,,,,
"306","0","0","-1","0","0","0","0","2","LCP1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"PLSL_HUMAN","SigPrize","Plastin-2 (L-plastin) (LC64P) (Lymphocyte cytosolic protein 1) (LCP-1)","false","false","PLSL_HUMAN","0.0|-0.848562|-0.691686|-0.700068|-0.688178|-0.518874|-0.23875|-0.135212",,,,,
"307",,,,,,,,"2","ATXN2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"ATX2_HUMAN","Steiner","Ataxin-2 (Spinocerebellar ataxia type 2 protein) (Trinucleotide repeat-containing gene 13 protein)","false","false","ATX2_HUMAN",,,,,,
"308",,,,,,,,"2","USP10","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.087352|0.166112|-0.38463|-0.044595|-0.093882|0.013357|-0.298431","0.0|-0.968475|0.028868|-0.577944|-0.0126|-0.540969|-0.158611|-0.012087",,,,,,,,"UBP10_HUMAN","InsigPrize","Ubiquitin carboxyl-terminal hydrolase 10 (EC 3.4.19.12) (Deubiquitinating enzyme 10) (Ubiquitin thioesterase 10) (Ubiquitin-specific-processing protease 10)","false","false","UBP10_HUMAN",,,,,,
"309","0","0","0","0","0","0","1","8","TAOK1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.169503|-0.007285|-0.221351|-0.090918|0.077421|0.080849|0.209864",,,,,,,,,"TAOK1_HUMAN","SigPrize","Serine/threonine-protein kinase TAO1 (EC 2.7.11.1) (Kinase from chicken homolog B) (hKFC-B) (MARK Kinase) (MARKK) (Prostate-derived sterile 20-like kinase 2) (PSK-2) (PSK2) (Prostate-derived STE20-like kinase 2) (Thousand and one amino acid protein kinase 1) (TAOK1) (hTAOK1)","false","false","TAOK1_HUMAN","0.0|0.514432|0.124515|0.88526|0.657509|0.159288|0.076734|0.313481",,,,,
"310",,,,,,,,"2","SMC3","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.265926|-1.10881|-0.215511|-0.884324|-0.751322|-0.856983|-0.813947",,,,,,,,,"SMC3_HUMAN","InsigPrize","Structural maintenance of chromosomes protein 3 (SMC protein 3) (SMC-3) (Basement membrane-associated chondroitin proteoglycan) (Bamacan) (Chondroitin sulfate proteoglycan 6) (Chromosome-associated polypeptide) (hCAP)","false","false","SMC3_HUMAN",,,,,,
"311",,,,,,,,"2","HUWE1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.155497|-0.146657|0.158156|-0.338807|0.005657|-0.193183|0.394691","0.0|-0.527447|-0.382088|-0.529692|-0.179718|0.308985|0.340277|0.472475","0.0|-0.386377|-0.10524|-0.44311|-0.465618|-0.494033|-0.289279|-0.12786","0.0|0.107916|0.543024|-0.399856|0.058157|-0.375272|-0.011669|-0.476798",,,,,,"HUWE1_HUMAN","InsigPrize","E3 ubiquitin-protein ligase HUWE1 (EC 6.3.2.-) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)","false","false","HUWE1_HUMAN",,,,,,
"312",,,,,,,,"2","FANCD2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.393125|-0.019343|0.305886|-0.287023|0.014931|-0.00902|0.042363",,,,,,,,,"FACD2_HUMAN","InsigPrize","Fanconi anemia group D2 protein (Protein FACD2)","false","false","FACD2_HUMAN",,,,,,
"313",,,,,,,,"2","ATM","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"ATM_HUMAN","Steiner","Serine-protein kinase ATM (EC 2.7.11.1) (Ataxia telangiectasia mutated) (A-T mutated)","false","false","ATM_HUMAN",,,,,,
"314","0","0","1","0","1","0","0","2","MAPK1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.502672|0.592836|0.849932|0.526327|0.720078|0.423329|0.517241",,,,,,,,,"MK01_HUMAN","SigPrize","Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2)","true","false","MK01_HUMAN","0.0|2.464732|2.78255|2.764027|2.739065|2.687982|2.573156|2.376973",,,,,
"315","1","0","0","0","0","0","0","128","ARL6IP6","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"AR6P6_HUMAN","SigPrize","ADP-ribosylation factor-like protein 6-interacting protein 6 (ARL-6-interacting protein 6) (Aip-6) (Phosphonoformate immuno-associated protein 1)","false","false","AR6P6_HUMAN","0.0|-0.326598|-0.107503|-0.077341|0.017269|0.25953|0.416242|0.441476",,,,,
"316",,,,,,,,"2","ARL6","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"ARL6_HUMAN","Steiner","ADP-ribosylation factor-like protein 6 (Bardet-Biedl syndrome 3 protein)","false","false","ARL6_HUMAN",,,,,,
"317",,,,,,,,"2","ARL6IP4","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.076212|0.081577|0.028935|0.132836|0.351441|0.027034|0.662072",,,,,,,,,"AR6P4_HUMAN","InsigPrize","ADP-ribosylation factor-like protein 6-interacting protein 4 (ARL-6-interacting protein 4) (Aip-4) (HSP-975) (HSVI-binding protein) (SR-15) (SRp25) (SR-25) (Splicing factor SRrp37)","false","false","AR6P4_HUMAN",,,,,,
"318","0","0","0","0","1","0","0","4","ARHGEF11","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"ARHGB_HUMAN","SigPrize","Rho guanine nucleotide exchange factor 11 (PDZ-RhoGEF)","false","false","ARHGB_HUMAN","0.0|-0.46662|1.215763|-0.479845|-0.38972|-0.202218|0.327735|0.349284",,,,,
"319","0","-1","0","0","-1","0","1","4","HTATSF1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.133123|0.003992|0.128177|-0.285745|-0.452568|-0.347053|-0.592343","0.0|-0.487217|-0.630278|-0.477028|-0.181265|-0.475609|-0.363515|-0.181832",,,,,,,,"HTSF1_HUMAN","SigPrize","HIV Tat-specific factor 1 (Tat-SF1)","false","false","HTSF1_HUMAN","0.0|-0.092326|-0.682523|-0.362676|-0.437852|-0.320833|-0.416297|-0.277409","0.0|0.385612|0.934205|0.901289|-0.106679|0.014416|-0.221799|-0.508116","0.0|0.837355|1.065657|1.548441|0.446939|1.029799|0.491497|0.584592",,,
"320","0","0","0","0","0","0","1","8","AP3D1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"AP3D1_HUMAN","SigPrize","AP-3 complex subunit delta-1 (AP-3 complex subunit delta) (Adaptor-related protein complex 3 subunit delta-1) (Delta-adaptin)","false","false","AP3D1_HUMAN","0.0|0.181311|1.12198|1.787349|1.640694|1.540715|1.09084|0.715256",,,,,
"321",,,,,,,,"2","AMOT","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.286241|-0.128026|-0.347663|-0.233725|-0.236044|-0.162101|-0.032526",,,,,,,,,"AMOT_HUMAN","InsigPrize","Angiomotin","false","false","AMOT_HUMAN",,,,,,
"322",,,,,,,,"2","ZYX","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.784526|-0.501429|-0.168682|0.056245|0.477472|0.348544|0.472854","0.0|-0.175518|1.684032|2.178064|2.91095|2.790639|2.793371|2.752074",,,,,,,,"ZYX_HUMAN","InsigPrize","Zyxin (Zyxin-2)","false","false","ZYX_HUMAN",,,,,,
"323",,,,,,,,"2","RANBP3","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.126677|-0.067576|-0.143534|-0.025794|0.004345|0.044763|-0.198714","0.0|0.04664|-0.024815|-0.148346|-0.103284|0.101286|-0.034697|0.089286",,,,,,,,"RANB3_HUMAN","InsigPrize","Ran-binding protein 3 (RanBP3)","false","false","RANB3_HUMAN",,,,,,
"324",,,,,,,,"2","PDCD4","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.07583|-0.019916|0.115164|0.149571|0.054203|0.083078|-0.552781",,,,,,,,,"PDCD4_HUMAN","InsigPrize","Programmed cell death protein 4 (Neoplastic transformation inhibitor protein) (Nuclear antigen H731-like) (Protein 197/15a)","false","false","PDCD4_HUMAN",,,,,,
"325",,,,,,,,"2","PALLD","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.068914|0.717168|0.478317|-0.196428|0.501453|0.587745|0.411888",,,,,,,,,"PALLD_HUMAN","InsigPrize","Palladin (SIH002) (Sarcoma antigen NY-SAR-77)","false","false","PALLD_HUMAN",,,,,,
"326",,,,,,,,"2","HJURP","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.083141|-0.172897|-0.273202|0.022987|-0.060051|-0.167207|0.168681",,,,,,,,,"HJURP_HUMAN","InsigPrize","Holliday junction recognition protein (14-3-3-associated AKT substrate) (Fetal liver-expressing gene 1 protein) (Up-regulated in lung cancer 9)","false","false","HJURP_HUMAN",,,,,,
"327",,,,,,,,"2","YWHAZ","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.023497|0.027113|-0.015028|-0.119385|0.077481|0.091344|0.132477",,,,,,,,,"1433Z_HUMAN","InsigPrize","14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1)","false","false","1433Z_HUMAN",,,,,,
"328",,,,,,,,"2","AKT1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"AKT1_HUMAN","Steiner","RAC-alpha serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase B) (PKB) (Protein kinase B alpha) (PKB alpha) (Proto-oncogene c-Akt) (RAC-PK-alpha)","true","false","AKT1_HUMAN",,,,,,
"329","0","0","0","0","1","0","-1","4","PRKAR2A","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.036272|0.153185|-0.2216|0.00959|-0.055244|0.155664|-0.017726",,,,,,,,,"KAP2_HUMAN","SigPrize","cAMP-dependent protein kinase type II-alpha regulatory subunit","true","false","KAP2_HUMAN","0.0|-0.111088|1.944106|0.469839|0.820537|0.977731|1.162319|0.577738",,,,,
"330","0","1","1","-1","-1","0","1","2","EGFR","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|1.323077|0.617695|2.945826|0.9606|0.140366|0.047952|-0.821563","0.0|0.009397|0.134101|0.261963|0.716338|0.094007|0.907885|0.09119",,,,,,,,"EGFR_HUMAN","SigPrize","Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)","true","false","EGFR_HUMAN","0.0|0.462508|-0.111526|1.628771|1.973905|1.501682|1.006512|0.634714","0.0|1.706793|1.095895|1.321458|1.171635|0.625603|0.30347|0.449518","0.0|3.930727|3.84831|3.685413|3.302011|2.311339|1.510674|0.919638","0.0|0.0542|0.145687|0.485653|0.627963|0.602214|0.534886|0.173756","0.0|0.590178|0.303143|0.578128|0.569583|-0.064|-0.080574|-0.229355","0.0|3.716657|3.233759|3.295341|3.013552|2.177902|1.818266|1.022037"
"331",,,,,,,,"2","AKAP12","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.473806|-0.062977|-0.222585|-0.512347|-0.174234|0.06067|0.250319",,,,,,,,,"AKA12_HUMAN","InsigPrize","A-kinase anchor protein 12 (AKAP-12) (A-kinase anchor protein 250 kDa) (AKAP 250) (Gravin) (Myasthenia gravis autoantigen)","false","false","AKA12_HUMAN",,,,,,
"332",,,,,,,,"2","RRAS2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.697908|-0.804403|-0.464966|-0.348456|-0.501426|-0.398432|-0.439562",,,,,,,,,"RRAS2_HUMAN","InsigPrize","Ras-related protein R-Ras2 (Ras-like protein TC21) (Teratocarcinoma oncogene)","true","false","RRAS2_HUMAN",,,,,,
"333","1","0","0","0","0","1","0","64","DBN1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.181571|-0.158023|-0.266468|-0.188753|-0.074477|-0.094455|-0.492145",,,,,,,,,"DREB_HUMAN","SigPrize","Drebrin (Developmentally-regulated brain protein)","false","false","DREB_HUMAN","0.0|-0.54017|-0.315006|-0.054817|0.208009|0.611883|1.06925|1.484466",,,,,
"334",,,,,,,,"2","ADNP","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.16327|0.146084|-0.289252|-0.088938|-0.305028|-0.579262|-0.829939",,,,,,,,,"ADNP_HUMAN","InsigPrize","Activity-dependent neuroprotector homeobox protein (Activity-dependent neuroprotective protein)","false","false","ADNP_HUMAN",,,,,,
"335","0","0","0","1","0","0","0","32","ADD1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.112502|-0.082987|0.441734|0.321709|0.372023|0.230828|0.315303","0.0|0.310982|-0.112425|0.4205|-0.323913|-0.233686|-0.124629|0.148702",,,,,,,,"ADDA_HUMAN","SigPrize","Alpha-adducin (Erythrocyte adducin subunit alpha)","false","false","ADDA_HUMAN","0.0|-0.285984|-0.221422|0.221876|0.112862|0.301959|0.106879|0.214414",,,,,
"336","0","-1","-1","0","0","0","0","2","ATP1A1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.574771|-0.374954|-0.386599|-1.006525|-0.619577|-0.45317|-0.860069",,,,,,,,,"AT1A1_HUMAN","SigPrize","Sodium/potassium-transporting ATPase subunit alpha-1 (Na(+)/K(+) ATPase alpha-1 subunit) (EC 3.6.3.9) (Sodium pump subunit alpha-1)","false","false","AT1A1_HUMAN","0.0|-0.678191|-0.670373|-0.721712|-0.829874|-0.439487|-0.429761|-0.074434",,,,,
"337",,,,,,,,"2","SUMO2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"SUMO2_HUMAN","Steiner","Small ubiquitin-related modifier 2 (SUMO-2) (HSMT3) (SMT3 homolog 2) (SUMO-3) (Sentrin-2) (Ubiquitin-like protein SMT3B) (Smt3B)","false","false","SUMO2_HUMAN",,,,,,
"338","0","1","0","0","0","-1","1","8","ACTB","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"ACTB_HUMAN","SigPrize","Actin, cytoplasmic 1 (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]","false","false","ACTB_HUMAN","0.0|0.247858|0.555777|0.90903|1.209175|0.931123|0.375546|0.433465",,,,,
"339","0","0","1","0","-1","0","0","2","CBL","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|3.330133|2.94167|2.88807|2.297193|2.164144|1.864043|0.712938","0.0|2.89177|2.41411|2.203914|1.669355|1.293718|0.50924|0.760501",,,,,,,,"CBL_HUMAN","SigPrize","E3 ubiquitin-protein ligase CBL (EC 6.3.2.-) (Casitas B-lineage lymphoma proto-oncogene) (Proto-oncogene c-Cbl) (RING finger protein 55) (Signal transduction protein CBL)","true","false","CBL_HUMAN","0.0|3.517685|2.026152|2.308841|1.777209|0.883651|0.703627|0.30822","0.0|2.863492|2.17382|1.800021|1.500811|0.651401|0.245038|0.059363","0.0|2.328417|1.838195|1.297872|1.008994|0.580786|0.18627|0.138009",,,
"340","0","0","-1","0","1","0","-1","2","BCAR1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"BCAR1_HUMAN","SigPrize","Breast cancer anti-estrogen resistance protein 1 (CRK-associated substrate) (Cas scaffolding protein family member 1) (p130cas)","true","false","BCAR1_HUMAN","0.0|-0.498401|0.538497|-0.166513|-0.442357|-0.102871|0.124011|-0.280652","0.0|-0.715527|-0.611619|-0.762172|-0.722814|-0.53241|-0.117723|-0.291839",,,,
"341","-1","0","0","-1","1","0","-1","4","TNK2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.327095|-0.715915|0.467151|0.091534|-0.432814|-1.026688|-1.016811","0.0|0.664521|0.71483|0.743022|0.429617|0.079275|-0.054804|-0.206376",,,,,,,,"ACK1_HUMAN","SigPrize","Activated CDC42 kinase 1 (ACK-1) (EC 2.7.10.2) (EC 2.7.11.1) (Tyrosine kinase non-receptor protein 2)","true","false","ACK1_HUMAN","0.0|-0.376119|0.484248|-0.192868|-0.370126|-0.675346|-0.609886|-0.861881",,,,,
"342",,,,,,,,"2","ABLIM1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.524963|0.279713|-0.463528|-0.277297|-0.123011|-0.171859|-0.226378",,,,,,,,,"ABLM1_HUMAN","InsigPrize","Actin-binding LIM protein 1 (abLIM-1) (Actin-binding LIM protein family member 1) (Actin-binding double zinc finger protein) (LIMAB1) (Limatin)","false","false","ABLM1_HUMAN",,,,,,
"343",,,,,,,,"2","TSC22D4","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.619272|0.76638|0.537273|0.217658|0.334244|0.478328|-0.018226",,,,,,,,,"T22D4_HUMAN","InsigPrize","TSC22 domain family protein 4 (TSC22-related-inducible leucine zipper protein 2) (Tsc-22-like protein THG-1)","false","false","T22D4_HUMAN",,,,,,
"344","0","0","1","0","0","0","0","2","PLCG1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"PLCG1_HUMAN","SigPrize","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 (EC 3.1.4.11) (PLC-148) (Phosphoinositide phospholipase C-gamma-1) (Phospholipase C-II) (PLC-II) (Phospholipase C-gamma-1) (PLC-gamma-1)","true","false","PLCG1_HUMAN","0.0|0.460334|0.007242|-0.013302|-0.167016|-0.338501|-0.284115|-0.548137","0.0|1.350584|0.780768|0.781528|0.525255|0.369824|0.353946|0.217683","0.0|2.659155|2.187131|1.915207|1.691222|0.788724|0.263281|-0.118088",,,
"345","0","1","0","-1","1","0","1","4","CRK","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"CRK_HUMAN","SigPrize","Adapter molecule crk (Proto-oncogene c-Crk) (p38)","true","false","CRK_HUMAN","0.0|4.506128|4.92367|5.646644|5.119009|3.653781|2.713198|1.617325","0.0|0.811854|1.690164|1.77863|1.848095|1.307429|0.530662|-0.232256",,,,
"346",,,,,,,,"2","ABL2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"ABL2_HUMAN","Steiner","Abelson tyrosine-protein kinase 2 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 2) (Abelson-related gene protein) (Tyrosine-protein kinase ARG)","false","false","ABL2_HUMAN",,,,,,
"347","-1","0","-1","0","0","0","0","2","TRAF3IP1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"MIPT3_HUMAN","SigPrize","TRAF3-interacting protein 1 (Interleukin-13 receptor alpha 1-binding protein 1) (Intraflagellar transport protein 54 homolog) (Microtubule-interacting protein associated with TRAF3) (MIP-T3)","false","false","MIPT3_HUMAN","0.0|-0.489177|-0.111614|-0.444289|-0.359366|0.037169|-0.172693|-0.524559",,,,,
"348","0","0","1","0","0","0","-1","2","ABI2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"ABI2_HUMAN","SigPrize","Abl interactor 2 (Abelson interactor 2) (Abi-2) (Abl-binding protein 3) (AblBP3) (Arg-binding protein 1) (ArgBP1)","false","false","ABI2_HUMAN","0.0|1.864895|1.47184|0.663553|0.397261|-0.049933|0.033382|-0.314928",,,,,
"349",,,,,,,,"2","TOM1L1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.389799|-0.086373|-0.259607|0.010302|0.181539|0.014761|-0.124737",,,,,,,,,"TM1L1_HUMAN","InsigPrize","TOM1-like protein 1 (Src-activating and signaling molecule protein) (Target of Myb-like protein 1)","false","false","TM1L1_HUMAN",,,,,,
